window,rows,new_processes,new_artifacts,new_edges,unique_processes,attack_present,tactic,new_sockets,socket_fan_out,graph_density_proxy,edges_per_minute
28358701,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358702,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358703,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358704,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358705,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358706,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358707,30,1,0,29,2,0,normal,0,0,29.0,29.0
28358708,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358709,206,66,0,140,34,0,normal,0,0,0.03213957759412305,140.0
28358710,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358711,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358712,37,1,0,36,3,0,normal,0,0,36.0,36.0
28358713,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358714,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358715,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358716,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358717,39,3,0,36,3,0,normal,0,0,4.0,36.0
28358718,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358719,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358720,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358721,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358722,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358723,13,0,0,13,0,0,normal,0,0,13.0,13.0
28358724,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358725,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358726,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358727,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358728,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358729,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358730,30,3,0,27,3,0,normal,0,0,3.0,27.0
28358731,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358732,37,2,0,35,2,0,normal,0,0,8.75,35.0
28358733,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358734,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358735,19,0,0,19,1,0,normal,0,0,19.0,19.0
28358736,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358737,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358738,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358739,25,4,0,21,2,0,normal,0,0,1.3125,21.0
28358740,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358741,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358742,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358743,35,6,0,29,4,1,collection,0,0,0.8055555555555556,29.0
28358744,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358745,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358746,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358747,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358748,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358749,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358750,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358751,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358752,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358753,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358754,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358755,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358756,15,0,0,15,0,0,normal,0,0,15.0,15.0
28358757,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358758,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358759,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358760,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358761,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358762,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358763,25,1,0,24,3,0,normal,0,0,24.0,24.0
28358764,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358765,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358766,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358767,36,1,0,35,3,0,normal,0,0,35.0,35.0
28358768,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358769,34,4,0,30,3,0,normal,0,0,1.875,30.0
28358770,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358771,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358772,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358773,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358774,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358775,24,0,0,24,2,0,normal,0,0,24.0,24.0
28358776,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358777,40,3,0,37,3,0,normal,0,0,4.111111111111111,37.0
28358778,13,0,0,13,0,0,normal,0,0,13.0,13.0
28358779,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358780,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358781,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358782,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358783,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358784,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358785,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358786,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358787,35,1,0,34,3,0,normal,0,0,34.0,34.0
28358788,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358789,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358790,28,3,0,25,3,0,normal,0,0,2.7777777777777777,25.0
28358791,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358792,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358793,27,2,0,25,2,0,normal,0,0,6.25,25.0
28358794,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358795,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358796,14,0,0,14,0,0,normal,0,0,14.0,14.0
28358797,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358798,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358799,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28358800,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358801,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358802,30,0,0,30,1,0,normal,0,0,30.0,30.0
28358803,37,6,0,31,4,1,collection,0,0,0.8611111111111112,31.0
28358804,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358805,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358806,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358807,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358808,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358809,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358810,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358811,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358812,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358813,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358814,25,4,0,21,2,0,normal,0,0,1.3125,21.0
28358815,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358816,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358817,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358818,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358819,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358820,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358821,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358822,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358823,19,0,0,19,1,0,normal,0,0,19.0,19.0
28358824,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358825,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358826,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358827,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358828,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358829,24,4,0,20,2,0,normal,0,0,1.25,20.0
28358830,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358831,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358832,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358833,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358834,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358835,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358836,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358837,40,3,0,37,3,0,normal,0,0,4.111111111111111,37.0
28358838,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358839,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358840,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358841,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358842,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358843,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358844,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358845,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358846,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358847,24,0,0,24,0,0,normal,0,0,24.0,24.0
28358848,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358849,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358850,30,3,0,27,3,0,normal,0,0,3.0,27.0
28358851,25,2,0,23,2,0,normal,0,0,5.75,23.0
28358852,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358853,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358854,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358855,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358856,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358857,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358858,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358859,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358860,20,0,0,20,1,0,normal,0,0,20.0,20.0
28358861,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358862,31,0,0,31,1,0,normal,0,0,31.0,31.0
28358863,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358864,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358865,19,0,0,19,1,0,normal,0,0,19.0,19.0
28358866,15,0,0,15,0,0,normal,0,0,15.0,15.0
28358867,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358868,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358869,68,14,0,54,8,1,collection,0,0,0.2755102040816326,54.0
28358870,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358871,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358872,1112,432,0,680,217,0,normal,0,0,0.003643689986282579,680.0
28358873,31,4,0,27,3,0,normal,0,0,1.6875,27.0
28358874,91,28,0,63,15,0,normal,0,0,0.08035714285714286,63.0
28358875,1914,757,0,1157,381,0,normal,0,0,0.0020190245511291357,1157.0
28358876,7054,2813,0,4241,1409,0,normal,0,0,0.0005359555939117163,4241.0
28358877,2736,1081,0,1655,543,0,normal,0,0,0.0014162718078046417,1655.0
28358878,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358879,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358880,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358881,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358882,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358883,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358884,16,0,0,16,0,0,normal,0,0,16.0,16.0
28358885,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358886,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358887,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358888,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358889,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28358890,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358891,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358892,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358893,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358894,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358895,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358896,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358897,42,3,0,39,3,0,normal,0,0,4.333333333333333,39.0
28358898,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358899,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358900,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358901,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358902,26,0,0,26,0,0,normal,0,0,26.0,26.0
28358903,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358904,32,4,0,28,3,0,normal,0,0,1.75,28.0
28358905,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358906,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358907,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358908,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358909,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358910,31,3,0,28,3,0,normal,0,0,3.111111111111111,28.0
28358911,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358912,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358913,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358914,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358915,39,6,0,33,4,0,normal,0,0,0.9166666666666666,33.0
28358916,8112,3232,0,4880,1617,1,collection,0,0,0.00046717233604548573,4880.0
28358917,14238,5682,0,8556,2844,0,normal,0,0,0.00026501369485215545,8556.0
28358918,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358919,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358920,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358921,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358922,26,0,0,26,0,0,normal,0,0,26.0,26.0
28358923,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358924,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358925,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358926,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358927,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358928,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358929,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358930,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28358931,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358932,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358933,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358934,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358935,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358936,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358937,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358938,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358939,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358940,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358941,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358942,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358943,15,0,0,15,0,0,normal,0,0,15.0,15.0
28358944,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358945,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28358946,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358947,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358948,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358949,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358950,27,0,0,27,1,0,normal,0,0,27.0,27.0
28358951,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358952,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358953,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358954,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358955,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358956,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358957,42,3,0,39,3,0,normal,0,0,4.333333333333333,39.0
28358958,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358959,21,0,0,21,1,0,normal,0,0,21.0,21.0
28358960,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28358961,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358962,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358963,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358964,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358965,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358966,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358967,48,6,0,42,4,1,collection,0,0,1.1666666666666667,42.0
28358968,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358969,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358970,32,3,0,29,3,0,normal,0,0,3.2222222222222223,29.0
28358971,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358972,37,2,0,35,2,0,normal,0,0,8.75,35.0
28358973,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358974,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358975,34,4,0,30,3,0,normal,0,0,1.875,30.0
28358976,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358977,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358978,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358979,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358980,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358981,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358982,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358983,32,0,0,32,1,0,normal,0,0,32.0,32.0
28358984,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358985,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358986,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358987,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358988,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358989,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358990,34,4,0,30,3,0,normal,0,0,1.875,30.0
28358991,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358992,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358993,22,0,0,22,1,0,normal,0,0,22.0,22.0
28358994,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358995,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358996,23,0,0,23,1,0,normal,0,0,23.0,23.0
28358997,33,0,0,33,1,0,normal,0,0,33.0,33.0
28358998,349,119,0,230,60,0,normal,0,0,0.01624179083398065,230.0
28358999,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359000,15,0,0,15,0,0,normal,0,0,15.0,15.0
28359001,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359002,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359003,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359004,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359005,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28359006,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359007,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359008,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359009,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359010,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359011,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359012,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359013,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359014,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359015,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359016,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359017,64,10,0,54,5,0,normal,0,0,0.54,54.0
28359018,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359019,21,0,0,21,1,0,normal,0,0,21.0,21.0
28359020,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28359021,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359022,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359023,21,0,0,21,1,0,normal,0,0,21.0,21.0
28359024,16,0,0,16,0,0,normal,0,0,16.0,16.0
28359025,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359026,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359027,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359028,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359029,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359030,32,3,0,29,3,0,normal,0,0,3.2222222222222223,29.0
28359031,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359032,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359033,26,2,0,24,2,0,normal,0,0,6.0,24.0
28359034,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359035,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28359036,37,6,0,31,4,1,collection,0,0,0.8611111111111112,31.0
28359037,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359038,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359039,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359040,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359041,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359042,32,0,0,32,1,0,normal,0,0,32.0,32.0
28359043,21,0,0,21,1,0,normal,0,0,21.0,21.0
28359044,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359045,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359046,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359047,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359048,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359049,15,0,0,15,0,0,normal,0,0,15.0,15.0
28359050,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28359051,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359052,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359053,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359054,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359055,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359056,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359057,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359058,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359059,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359060,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359061,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359062,32,0,0,32,1,0,normal,0,0,32.0,32.0
28359063,21,0,0,21,1,0,normal,0,0,21.0,21.0
28359064,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359065,44,8,0,36,5,0,normal,0,0,0.5625,36.0
28359066,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359067,42,4,0,38,3,0,normal,0,0,2.375,38.0
28359068,15,0,0,15,0,0,normal,0,0,15.0,15.0
28359069,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359070,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359071,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359072,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359073,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359074,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359075,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359076,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359077,41,3,0,38,3,0,normal,0,0,4.222222222222222,38.0
28359078,21,0,0,21,1,0,normal,0,0,21.0,21.0
28359079,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359080,45,8,0,37,5,0,normal,0,0,0.578125,37.0
28359081,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359082,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359083,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359084,16,0,0,16,0,0,normal,0,0,16.0,16.0
28359085,37,6,0,31,4,1,collection,0,0,0.8611111111111112,31.0
28359086,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359087,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359088,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359089,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359090,31,3,0,28,3,0,normal,0,0,3.111111111111111,28.0
28359091,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359092,32,0,0,32,1,0,normal,0,0,32.0,32.0
28359093,21,0,0,21,1,0,normal,0,0,21.0,21.0
28359094,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359095,37,6,0,31,4,0,normal,0,0,0.8611111111111112,31.0
28359096,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359097,32,0,0,32,1,0,normal,0,0,32.0,32.0
28359098,21,0,0,21,1,0,normal,0,0,21.0,21.0
28359099,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359100,16,0,0,16,0,0,normal,0,0,16.0,16.0
28359101,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359102,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359103,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359104,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359105,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359106,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359107,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359108,31,0,0,31,1,0,normal,0,0,31.0,31.0
28359109,27,0,0,27,1,0,normal,0,0,27.0,27.0
28359110,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28359111,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359112,32,0,0,32,1,0,normal,0,0,32.0,32.0
28359113,21,0,0,21,1,0,normal,0,0,21.0,21.0
28359114,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359115,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359116,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359117,32,0,0,32,1,0,normal,0,0,32.0,32.0
28359118,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359119,16,0,0,16,0,0,normal,0,0,16.0,16.0
28359120,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359121,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359122,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359123,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359124,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359125,34,4,0,30,3,0,normal,0,0,1.875,30.0
28359126,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359127,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359128,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359129,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359130,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359131,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359132,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359133,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359134,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359135,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359136,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359137,42,3,0,39,3,0,normal,0,0,4.333333333333333,39.0
28359138,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359139,23,0,0,23,1,0,normal,0,0,23.0,23.0
28359140,33,4,0,29,3,0,normal,0,0,1.8125,29.0
28359141,22,0,0,22,1,0,normal,0,0,22.0,22.0
28359142,33,0,0,33,1,0,normal,0,0,33.0,33.0
28359143,22,0,0,22,1,0,normal,0,0,22.0,22.0
